row ID,Score,Phenotype,Potency,Aromatic Atoms Count,Bond Polarizabilities,VABC Volume Descriptor,Hydrogen Bond Acceptors,Hydrogen Bond Donors,Rotatable Bonds Count,Topological Polar Surface Area,Molecular Weight,XLogP,Formal Charge,SP3 Character,Eccentric Connectivity Index,Amine
1656,41,Inhibitor,12.5893,21,38.163796,446.8949066,2,2,9,98.24,509.1427571,6.166,0,0.111111111,1047,0
1658,0,Inactive,,0,42.591452,388.602868,4,2,7,58.2,372.2776784,4.65,0,0.301587302,569,0
1659,0,Inactive,,0,19.407312,194.1083097,4,2,10,74.6,188.104859,1.713,0,0.24137931,188,0
1660,0,Inactive,,0,40.838245,410.6168086,4,2,18,66.4,361.261694,7.521,0,0.196721311,878,0
1662,0,Inactive,,14,10.485656,171.3874998,1,0,1,12.89,213.0345269,4.013,0,0,183,0
1663,42,Inhibitor,12.5893,12,40.669417,405.9986197,4,1,7,29.95,435.184418,4.276,0,0.15,673,0
1664,0,Inactive,,0,13.914863,170.756334,3,1,7,61.77,213.0071819,0.886,0,0.19047619,129,0
1665,42,Inhibitor,12.5893,18,20.294105,293.9200047,5,3,4,70.23,329.1164267,3.416,0,0,476,0
1666,0,Inactive,,6,21.608105,223.8877286,2,0,9,35.53,242.070972,3.321,0,0.161290323,236,0
1667,0,Inactive,,9,16.772449,217.2863247,2,1,7,31.92,472.7373456,5.21,0,0.086956522,183,0
1668,43,Inhibitor,8.9125,23,19.970691,297.4478651,2,1,6,84.71,360.1022539,4.933,0,0,587,0
1669,93,Inhibitor,0.0891,12,39.51821,392.3051338,2,0,10,12.47,421.1983987,6.465,0,0.203389831,656,0
1670,10,Inhibitor,31.6228,0,35.873761,358.4104976,13,5,21,196.22,393.1383439,-3.321,0,0.18,496,0
1673,0,Inactive,,5,28.754105,263.2068892,9,4,11,237.75,337.0449357,-1.791,0,0.085714286,406,0
1674,92,Inhibitor,0.0794,18,41.873417,443.2087574,4,1,9,35.58,475.2435191,6.206,0,0.151515152,1043,0
1675,0,Inactive,,14,22.890484,211.7778668,1,1,4,85.82,260.0909402,2.055,0,0.096774194,263,0
1676,0,Inactive,,12,35.475347,333.4727518,3,0,6,66.46,383.1368874,2.58,0,0.163265306,580,0
1677,10,Inhibitor,0.1122,12,27.325312,301.0486783,6,2,6,100.88,365.0600901,2.475,0,0.075,402,0
1678,0,Inactive,,5,33.264175,292.7549608,3,1,5,45.33,312.1604557,1.687,0,0.239130435,339,0
1679,0,Inactive,,24,20.131312,275.1733733,4,4,4,109.4,340.1436445,2.884,0,0,669,0
1680,41,Inhibitor,11.2202,18,14.50007,238.3926026,0,3,4,81.24,354.9956387,5.377,0,0,378,0
1681,0,Inactive,,6,22.941312,251.4834752,3,1,9,84.83,264.111007,0.316,0,0.142857143,293,0
1682,10,Inhibitor,25.1189,6,29.487347,285.4127442,4,1,9,64.79,312.1240702,2.395,0,0.19047619,412,0
1683,0,Inactive,,12,12.459656,253.3762346,2,2,7,92.47,325.9861121,4.152,0,0,375,0
1685,43,Inhibitor,15.8489,12,34.028968,311.945064,2,0,2,24.94,336.183778,3.097,0,0.183673469,589,0
1686,0,Inactive,,11,17.539277,206.6504059,3,2,3,67.01,241.0851266,0.969,0,0.034482759,274,0
1687,0,Inactive,,5,12.91207,115.4335725,3,0,0,43.6,138.0905463,1.839,0,0.25,82,0
1688,0,Inactive,,16,15.291691,222.8962293,2,1,2,38.91,256.0767261,3.849,0,0,285,0
1689,0,Inactive,,9,34.184554,289.5587381,2,0,10,78.89,306.1691906,2.789,0,0.204545455,406,0
1690,0,Inactive,,15,31.473347,309.4478441,8,4,9,125.55,371.1593542,0.914,0,0.145833333,674,0
1692,84,Inhibitor,4.4668,15,38.873589,371.9616538,2,0,6,64.16,410.2118043,3.725,0,0.210526316,887,0
1694,0,Inactive,,12,34.588554,354.4315022,1,0,6,63.22,394.1416384,2.558,0,0.156862745,670,0
1695,0,Inactive,,0,30.38414,272.2730042,2,0,13,121.26,296.0509326,3.24,0,0.222222222,212,0
1697,0,Inactive,,6,33.050589,306.1533441,2,2,13,58.56,293.1990937,4.328,0,0.208333333,486,0
1698,0,Inactive,,11,16.716484,180.8008258,0,0,3,26.93,188.094963,1.321,0,0.076923077,161,0
1701,41,Inhibitor,12.5893,9,33.343382,295.9110415,1,1,6,44.33,314.1816698,4.235,0,0.229166667,358,0
1702,10,Inhibitor,28.1838,6,50.479038,463.6827011,9,3,10,133.06,490.2249912,3.791,0,0.191176471,1145,0
1704,0,Inactive,,0,19.065691,157.8721732,3,0,4,29.54,155.0946287,0.172,0,0.208333333,101,0
1705,49,Inhibitor,0.3981,12,43.045038,379.7557085,3,0,12,15.71,366.2671137,5.225,0,0.196721311,538,0
1706,10,Inhibitor,31.6228,10,15.964898,192.1363363,3,2,2,59.14,214.1106131,1.251,0,0.133333333,202,0
1709,82,Inhibitor,11.2202,9,27.37814,257.7540429,3,1,4,45.33,284.1524779,3.434,0,0.195121951,411,0
1710,93,Inhibitor,0.0891,9,35.257382,329.2410486,3,0,6,34.47,350.1994281,4.9,0,0.211538462,421,0
1711,0,Inactive,,9,20.734484,208.666643,7,3,6,119.31,285.0628669,-0.105,0,0.161290323,292,0
1712,0,Inactive,,18,43.343038,450.9942656,4,1,13,69.23,446.2569429,4.774,0,0.119402985,463,0
1713,0,Inactive,,15,41.857382,384.497501,7,3,13,155.71,434.1913826,0.409,0,0.140350877,418,0
1714,0,Inactive,,6,19.018898,244.0383223,2,1,9,46.53,288.0319997,3.184,0,0.1875,292,0
1715,88,Inhibitor,1.122,18,44.91021,430.1933987,2,0,13,34.17,468.2224493,4.5,0,0.140625,917,0
1717,98,Inhibitor,0.0178,12,47.684589,388.8079592,7,2,14,121.57,441.139213,2.138,0,0.125,885,0
1718,0,Inactive,,11,44.831003,398.4037449,5,1,11,103.88,431.1878774,0.749,0,0.169491525,1007,0
1719,85,Inhibitor,2.8184,17,28.475347,381.6246282,4,1,8,50.16,462.0780943,6.131,0,0.117647059,652,0
1720,0,Inactive,,0,42.931417,437.7946161,7,1,12,99.13,466.175831,3.426,0,0.26984127,704,0
1721,0,Inactive,,12,21.252105,315.4423338,8,4,10,148.65,357.0960852,2.723,0,0.048780488,663,0
1722,10,Inhibitor,14.1254,0,40.95021,416.2084393,6,2,10,93.06,452.2010451,1.153,0,0.290322581,635,0
1723,0,Inactive,,0,31.567796,343.8813937,2,1,11,37.3,300.2089301,6.254,0,0.18,453,0
1724,0,Inactive,,9,16.601656,145.0370931,1,1,2,72.68,180.0647255,1.677,0,0.095238095,122,0
1725,0,Inactive,,9,22.26407,192.5438168,4,1,5,118.9,258.0132842,0.361,0,0.076923077,228,0
1726,0,Inactive,,0,34.71221,358.3880584,5,3,7,94.83,362.2093241,0.553,0,0.303571429,496,0
1727,0,Inactive,,0,40.840417,410.1408805,6,2,9,93.06,434.2104669,1.224,0,0.290322581,618,0
1728,0,Inactive,,6,19.590484,203.41198,2,2,4,84.32,224.0797069,0.023,0,0.142857143,227,0
1730,0,Inactive,,28,60.307866,603.1038706,7,0,15,104.7,704.2393071,6.709,0,0.149425287,2303,0
1731,0,Inactive,,12,33.050589,379.3597989,3,0,12,50.09,361.2041791,7.083,0,0.148148148,571,0
1732,43,Inhibitor,10,12,46.399003,404.2718415,5,0,8,77.54,443.1701192,3.295,0,0.152542373,711,0
1733,0,Activator,28.1838,14,29.06014,332.8920114,6,5,11,161.56,376.1382844,0.576,0,0.14893617,490,0
1734,0,Inactive,,0,52.203522,492.9052347,4,2,10,74.6,470.33961,6.745,0,0.325,728,0
1735,0,Inactive,,6,29.997761,281.4404267,4,1,7,49.77,289.1677936,1.828,0,0.227272727,393,0
1737,0,Inactive,,0,46.476245,409.546237,8,5,15,147.79,442.1904355,1.202,0,0.26984127,554,0
1738,0,Activator,14.1254,6,56.57635,484.1981727,0,1,21,29.46,430.3810808,11.431,0,0.283950617,945,0
1739,0,Inactive,,6,19.819277,192.172027,4,2,4,115.67,229.0521122,0.114,0,0.153846154,212,0
1740,0,Inactive,,0,9.079242,191.2423144,0,0,6,0,287.8600663,3.834,0,0.333333333,102,0
1742,10,Inhibitor,35.4813,6,17.513863,168.7338016,1,1,2,64.09,200.0597204,0.614,0,0.173913043,160,0
1743,0,Inactive,,0,14.694863,145.6399288,4,2,6,105.2,163.0303141,-0.471,0,0.157894737,85,0
1745,0,Inactive,,6,45.449417,415.1043239,6,1,14,94.53,433.2100523,1.982,0,0.209677419,907,0
1746,0,Inactive,,18,68.559143,660.0996634,13,6,19,201.01,711.3301845,1.145,0,0.171717172,1445,0
1748,0,Inactive,,12,32.736519,317.8330021,9,0,5,91.76,388.1050661,0.291,0,0.136363636,580,0
1749,0,Inactive,,20,28.987312,400.1932596,5,3,11,173.71,468.0692613,3.478,0,0.06,1027,0
1750,0,Inactive,,12,17.421277,292.2865152,9,4,9,165.31,371.0188092,1.578,0,0,190,0
1751,87,Inhibitor,3.9811,17,19.407312,331.8626002,1,4,7,115.06,376.0946882,4.531,0,0.090909091,410,0
1753,0,Inactive,,0,38.54421,396.497337,6,1,8,97.74,402.2042387,0.451,0,0.288135593,639,0
1754,0,Inactive,,6,29.577726,199.0350468,6,0,9,48.39,210.1592946,1.71,0,0.181818182,147,0
1755,0,Inactive,,16,14.303277,220.3719219,3,1,3,50.19,249.0789786,3.769,0,0,289,0
1756,0,Inactive,,12,25.605691,274.6953939,7,2,4,107.98,331.0626769,2.768,0,0.027777778,418,0
1757,10,Inhibitor,15.8489,12,21.955726,312.6668627,3,3,8,93.35,322.1317424,2.915,0,0.071428571,578,0
1758,45,Inhibitor,4.4668,16,34.635968,378.9484349,3,0,7,54.68,393.1852552,3.414,0,0.150943396,832,0
1759,0,Inactive,,6,20.023691,204.6805036,3,0,3,46.61,219.0895433,1.332,0,0.137931034,236,0
1760,0,Inactive,,6,23.385691,229.7983038,5,2,6,83.65,276.033541,1.8,0,0.1,274,0
1761,0,Inactive,,12,24.992519,304.59103,4,2,9,84.86,327.1106726,2.871,0,0.048780488,514,0
1762,92,Inhibitor,0.2239,18,35.832968,372.1694796,1,2,6,78.82,425.1618527,2.37,0,0.148148148,894,0
1763,42,Inhibitor,8.9125,12,29.125347,337.2435388,3,0,12,52.6,360.1128368,5.335,0,0.130434783,584,0
1764,87,Inhibitor,1,18,34.569796,371.7551576,2,0,6,6.48,368.2252489,5.303,0,0.107142857,737,0
1766,0,Inactive,,0,32.635589,370.6093853,6,4,9,115.06,394.1791668,0.669,0,0.272727273,530,0
1767,0,Inactive,,6,14.426449,160.4927486,5,2,4,105.84,201.0095787,0.096,0,0,139,0
1768,0,Inactive,,9,7.382035,120.5038742,1,1,2,71.82,163.0381764,2.898,0,0,106,0
1769,0,Inactive,,0,21.387312,172.5942173,3,1,4,33.62,180.1262631,1.654,0,0.310344828,152,0
1770,92,Inhibitor,0.1413,9,35.257382,329.2410486,3,0,6,34.47,350.1994281,4.9,0,0.211538462,421,0
1771,0,Inactive,,6,32.184175,280.0671328,3,0,12,29.54,263.188529,3.252,0,0.204545455,324,0
1772,0,Inactive,,0,31.567796,343.8813937,2,1,11,37.3,300.2089301,6.254,0,0.18,453,0
1773,0,Inactive,,12,23.426484,252.8898085,3,1,7,106.92,308.0466925,2.635,0,0.03030303,317,0
1774,0,Inactive,,6,22.777656,206.4863609,7,3,3,135.12,296.9644754,-0.475,0,0.04,194,0
1775,0,Inactive,,12,31.21414,322.073747,6,3,11,127.1,364.1092927,2.573,0,0.088888889,432,0
1776,0,Inactive,,11,35.030589,339.9958187,5,1,7,81.93,369.2164751,3.477,0,0.222222222,796,0
1777,0,Inactive,,0,34.71221,332.0173783,2,0,4,34.14,314.2245802,4.826,0,0.320754717,416,0
1778,41,Inhibitor,19.9526,17,17.284898,210.4642133,1,1,2,28.68,246.1156984,4.208,0,0.060606061,276,0
1779,0,Inactive,,9,9.380242,139.1698819,2,2,3,53.09,179.0382567,1.964,0,0,146,0
1780,63,Inhibitor,3.1623,16,13.80607,249.5667693,0,5,6,131.36,302.0426527,3.017,0,0,366,0
1781,64,Inhibitor,3.5481,12,26.853347,260.0435146,1,0,8,12.47,255.1623143,3.545,0,0.125,332,0
1783,0,Inactive,,0,14.694863,145.6399288,4,2,6,105.2,163.0303141,-0.133,0,0.157894737,72,0
1784,94,Inhibitor,0.0708,21,38.254175,435.3893535,2,0,8,65.85,477.1686399,5.74,0,0.118644068,961,0
1785,0,Inactive,,0,34.71221,349.5978317,4,2,6,74.6,346.2144094,1.704,0,0.309090909,477,0
1786,0,Inactive,,6,11.89007,147.9984802,1,1,4,37.3,150.0680796,1.746,0,0.095238095,113,0
1787,0,Inactive,,11,16.981863,211.553255,2,1,7,55.13,270.0616122,2.794,0,0.071428571,317,0
1788,22,Inhibitor,2.5119,6,9.703656,162.9424749,2,3,5,77.76,180.0422587,1.258,0,0,157,0
1789,0,Inactive,,9,17.46807,162.3330777,1,2,3,83.54,194.0803756,1.691,0,0.125,154,0
1790,0,Inactive,,6,28.431726,249.1792053,5,2,7,83.65,270.1038134,2.184,0,0.138888889,318,0
1791,0,Inactive,,12,23.573726,279.2551199,6,3,7,83.12,298.1429758,1.591,0,0.075,542,0
1792,46,Inhibitor,2.2387,15,39.197003,375.9528453,4,1,7,46.5,403.2259772,4.103,0,0.169491525,849,0
1793,0,Inactive,,0,34.71221,358.3880584,5,3,7,94.83,362.2093241,0.553,0,0.303571429,496,0
1794,10,Inhibitor,25.1189,12,27.130933,289.4012449,4,1,3,30.87,326.1298243,3.864,0,0.119047619,397,0
1795,10,Inhibitor,31.6228,12,9.812449,187.2945873,5,2,5,90.71,255.0078506,1.994,0,0,207,0
1796,10,Inhibitor,5.6234,6,19.732898,219.5279646,6,2,7,104.64,238.0953569,0.254,0,0.096774194,213,0
1797,10,Inhibitor,25.1189,12,31.737761,351.5356576,4,0,4,42.43,382.1448057,3.817,0,0.16,591,0
1798,0,Inactive,,9,13.931035,157.3610312,2,1,6,76.38,234.0074684,2.281,0,0.05,195,0
1799,0,Inactive,,6,19.590484,203.41198,2,2,4,84.32,224.0797069,0.023,0,0.142857143,227,0
1800,10,Inhibitor,35.4813,6,24.548933,275.8972991,3,1,12,40.54,303.0792842,3.926,0,0.184210526,343,0
1801,0,Inactive,,6,18.540898,206.8870371,4,2,3,58.2,218.1055277,1.574,0,0.133333333,182,0
1802,0,Inactive,,9,34.092968,288.344496,1,1,7,72.68,304.189926,4.689,0,0.239130435,356,0
1803,0,Inactive,,12,43.317796,437.0645653,7,3,10,121.98,493.1438197,4.893,0,0.147540984,1033,0
1804,0,Inactive,,5,17.593242,153.9503315,7,2,4,151.66,221.9881321,-0.981,0,0.052631579,140,0
1805,10,Inhibitor,35.4813,16,15.325277,202.22455,7,3,4,129.62,253.1075934,0.642,0,0,307,0
1806,0,Inactive,,10,17.50207,198.3915813,5,2,3,62.2,291.0119574,1.176,0,0.074074074,262,0
1807,0,Inactive,,12,16.385863,226.2127809,4,2,8,62.22,282.0616122,3.679,0,0.034482759,304,0
1808,0,Inactive,,6,25.008554,266.5929658,1,1,2,37.3,270.1619799,3.625,0,0.261904762,336,0
1809,0,Inactive,,0,22.574105,202.4674086,4,1,6,96.41,217.0772643,0.638,0,0.24137931,150,0
1810,0,Inactive,,6,32.371347,282.411476,6,2,4,86.89,311.1303625,2.695,0,0.166666667,405,0
1811,0,Inactive,,6,23.438519,219.673421,2,1,8,49.77,223.1208434,1.656,0,0.151515152,196,0
1812,10,Inhibitor,35.4813,12,42.528589,400.464822,9,3,8,138.53,445.1783753,2.256,0,0.155172414,997,0
1813,0,Inactive,,10,18.66007,218.2647998,3,1,4,90.65,262.0589714,0.571,0,0.103448276,256,0
1814,0,Inactive,,15,28.507898,284.3500603,3,1,10,87.08,369.0758823,1.888,0,0.102564103,544,0
1815,0,Inactive,,11,19.292484,202.1408051,3,1,6,64.35,232.0847922,1.608,0,0.068965517,310,0
1816,0,Inactive,,12,26.42014,296.7930947,4,0,6,40.62,308.1524779,3.71,0,0.11627907,380,0
1817,90,Inhibitor,0.2512,12,29.704761,344.3033891,3,1,9,40.54,375.1401349,4.02,0,0.163265306,721,0
1818,0,Inactive,,12,15.396484,218.8189295,3,1,0,46.33,236.094963,2.296,0,0,223,0
1820,0,Inactive,,0,30.339382,297.4254091,2,0,2,34.14,286.1932801,3.028,0,0.319148936,349,0
1821,10,Inhibitor,31.6228,10,56.92828,462.3869499,12,4,16,145.44,504.3172518,1.76,0,0.236842105,742,0
1822,0,Inactive,,0,33.483796,355.7515997,5,2,6,91.67,360.193674,0.14,0,0.296296296,496,0
1823,0,Inactive,,12,13.118484,212.1027953,0,3,5,60.69,228.0786442,3.438,0,0,284,0
1824,10,Inhibitor,35.4813,15,16.796863,198.6775703,0,0,1,22,274.9849352,3.126,0,0,222,0
1825,63,Inhibitor,3.9811,12,37.063382,360.228148,4,1,8,55.25,403.1485111,3.857,0,0.169811321,674,0
1826,10,Inhibitor,25.1189,9,16.601656,145.0370931,1,1,2,72.68,180.0647255,0.85,0,0.095238095,123,0
1827,0,Inactive,,15,23.723312,305.051397,3,1,8,68.53,357.0767857,3.418,0,0.073170732,476,0
1828,0,Inactive,,5,24.650898,199.8459745,5,0,6,87.03,242.1015049,-0.366,0,0.193548387,295,0
1829,20,Inhibitor,15.8489,0,30.339382,364.6946876,3,1,10,54.37,326.1881947,3.087,0,0.22,641,0
1830,0,Inactive,,12,37.600968,341.2690544,3,0,10,65.58,413.0660267,3.856,0,0.125,140,0
1842,0,Inactive,,10,10.120828,189.5846084,0,2,4,152,252.0130838,1.696,0,0,242,0
1848,0,Inactive,,10,10.228449,167.4520757,2,2,2,70.16,189.0425931,2.427,0,0,157,0
1849,0,Inactive,,6,8.702035,139.3472659,5,2,4,87.49,167.0218576,-2.077,0,0,98,0
1851,10,Inhibitor,6.3096,10,9.555242,182.6631434,2,2,3,70.16,223.0036207,3.049,0,0,176,0
1855,0,Inactive,,10,8.882035,197.8742112,2,2,4,70.16,256.9646484,3.671,0,0,189,0
1860,0,Inactive,,9,17.582898,187.1968104,2,2,4,44.89,202.1106131,1.686,0,0.103448276,222,0
1863,42,Inhibitor,12.5893,12,17.582898,278.0748934,3,3,6,93.35,294.1004423,2.399,0,0.027777778,456,0
1864,10,Inhibitor,3.5481,6,30.160554,270.2016764,3,2,9,59.59,278.1630426,1.957,0,0.19047619,374,0
1866,0,Inactive,,9,21.012105,228.4940895,2,2,7,54.12,266.0822054,2.223,0,0.121212121,288,0
1867,0,Inactive,,6,14.942898,204.8684387,4,5,9,115.81,226.0953569,0.022,0,0.1,198,0
1868,0,Inactive,,6,22.952484,223.7410695,4,0,3,62.83,273.0226419,1.299,0,0.137931034,222,0
1869,10,Inhibitor,11.2202,12,27.157347,333.1496452,2,3,8,87.82,376.1012266,4.561,0,0.130434783,619,0
1870,0,Inactive,,6,8.177242,110.2518299,3,3,2,97.79,126.0541608,-0.403,0,0,63,0
1871,0,Inactive,,6,6.884828,150.6284949,0,2,6,126.74,200.0069358,2.013,0,0,134,0
1872,0,Inactive,,6,7.879242,176.7421505,2,2,3,88.04,186.0429274,1.007,0,0,170,0
1873,0,Inactive,,9,29.449726,240.3072429,2,1,8,81.91,266.1378904,2.408,0,0.189189189,266,0
1874,0,Inactive,,13,15.623277,186.9601792,3,2,2,57.78,225.090212,1.773,0,0.035714286,254,0
1875,0,Inactive,,12,19.769312,295.3708781,3,3,7,93.35,308.1160924,2.925,0,0.051282051,475,0
1876,0,Inactive,,12,19.769312,295.3708781,3,3,7,93.35,308.1160924,2.925,0,0.051282051,475,0
1877,0,Inactive,,6,19.698105,195.3720546,4,3,3,91.16,209.1276601,2.061,0,0.166666667,194,0
1879,0,Inactive,,12,20.365312,274.8420529,3,2,9,92.47,300.111007,3.83,0,0.078947368,466,0
1882,0,Inactive,,12,15.396484,260.7789088,3,3,5,93.35,280.0847922,2.255,0,0,400,0
1883,44,Inhibitor,7.9433,12,36.740175,346.3915768,4,1,3,54.04,379.1895917,2.8,0,0.169811321,735,0
1886,86,Inhibitor,3.5481,6,24.278519,268.4803663,3,0,6,29.54,313.0636341,4.178,0,0.216216216,349,0
1887,0,Inactive,,12,26.745726,258.7262948,4,2,10,105.51,290.1378904,0.783,0,0.102564103,367,0
1888,0,Inactive,,6,17.40407,224.134099,6,1,1,83.55,258.0640568,0.257,0,0.103448276,288,0
1889,22,Inhibitor,8.9125,15,45.249659,438.8342885,2,1,16,36.1,436.288992,8.579,0,0.188405797,774,0
1892,0,Inactive,,16,27.635347,324.2694463,3,0,8,33.2,352.134241,5.564,0,0.108695652,453,0
1893,23,Inhibitor,1.5849,5,31.432589,331.7807471,1,1,3,46.26,337.2041791,4.55,0,0.288461538,476,0
1894,0,Inactive,,6,31.523312,300.2088772,7,3,4,135.12,389.0270757,1.59,0,0.15,446,0
1895,0,Inactive,,9,7.578828,139.7874932,1,1,3,71.82,240.9486885,3.16,0,0,127,0
1896,0,Inactive,,12,31.567796,361.2794974,2,1,9,37.3,348.2089301,7.957,0,0.166666667,573,0
1897,0,Inactive,,6,8.383656,126.6098047,3,2,2,69.11,136.0636629,0.092,0,0,80,0
1901,42,Inhibitor,11.2202,15,35.690589,363.4373347,3,2,11,57.36,377.2103271,3.341,0,0.109090909,819,0
1902,10,Inhibitor,12.5893,15,32.047726,380.3401697,4,2,16,71.19,472.1221618,5.052,0,0.117647059,784,0
1903,0,Inactive,,0,42.066659,345.8249369,3,2,18,49.33,299.2824294,6.651,0,0.293103448,573,0
1904,0,Inactive,,13,11.640035,151.0029261,1,0,0,60.4,187.0381764,1.623,0,0,153,0
1905,42,Inhibitor,10,6,36.473761,308.4976874,6,2,9,110.11,341.1409272,0.62,0,0.173913043,418,0
1906,10,Inhibitor,31.6228,6,36.473761,308.4976874,6,2,9,110.11,341.1409272,0.62,0,0.173913043,418,0
1907,0,Inactive,,5,25.051312,229.5671381,5,3,9,114.19,252.1157155,1.025,0,0.151515152,301,0
1909,0,Inactive,,12,26.12214,277.1940429,4,1,8,53.43,284.1524779,1.344,0,0.12195122,369,0
1910,0,Inactive,,10,34.895382,339.0522234,2,1,7,62.4,342.1943427,3.744,0,0.196078431,669,0
1911,0,Inactive,,11,14.561449,162.017291,1,0,5,17.82,212.0561329,2.757,0,0.045454545,155,0
1912,0,Inactive,,0,8.610449,101.0446934,1,1,4,49.66,101.0476785,0.079,0,0.142857143,36,0
1913,94,Inhibitor,0.0562,21,39.687003,425.9127727,1,1,9,41.03,461.227869,5.605,0,0.142857143,1024,0
1915,0,Inactive,,6,7.219242,85.86406744,2,1,1,38.91,94.05309819,-0.047,0,0,45,0
1916,43,Inhibitor,8.9125,6,43.72828,406.5084763,2,3,16,60.69,376.2977451,6.846,0,0.268656716,652,0
1917,0,Inactive,,6,16.528449,174.0596491,4,1,2,66.91,229.9916761,1.938,0,0.047619048,148,0
1918,0,Inactive,,6,12.685277,165.4693845,5,3,5,102.78,177.1014454,-0.313,0,0,161,0
1920,87,Inhibitor,0.7943,15,26.017347,299.8899204,2,2,5,39.26,340.134241,3.8,0,0.133333333,572,0
1921,0,Inactive,,12,18.78807,225.1759228,1,1,7,64.21,268.0659486,2.291,0,0.068965517,326,0
1924,0,Inactive,,12,14.963277,184.4635915,0,0,2,22,185.084064,3.075,0,0.04,164,0
1925,0,Inactive,,18,71.741557,794.14912,15,4,23,221.29,853.3309553,2.962,0,0.185840708,2007,0
1926,0,Inactive,,16,24.623312,304.3201566,4,1,3,81.42,348.111007,2.908,0,0.119047619,497,0
1927,10,Inhibitor,15.8489,17,45.415796,449.6117203,6,0,10,69.06,530.1487607,4.082,0,0.15625,1185,0
1928,0,Inactive,,16,13.80607,231.9863159,0,3,4,90.9,270.0528234,3.331,0,0,354,0
1929,0,Inactive,,16,13.80607,249.5667693,0,5,6,131.36,302.0426527,3.446,0,0,368,0
1930,0,Inactive,,13,12.91207,152.5136663,1,1,1,28.68,182.0843983,2.594,0,0.041666667,155,0
1931,0,Inactive,,6,22.409312,268.7664444,7,3,6,101.67,284.1385591,1.789,0,0.108108108,426,0
1932,0,Inactive,,12,21.536898,279.9031955,5,2,3,70.67,331.072369,2.727,0,0.054054054,382,0
1933,0,Inactive,,16,18.341691,242.6986073,1,1,4,65.46,267.0895433,3.984,0,0.03030303,332,0
1934,0,Inactive,,12,15.531691,196.7288754,1,0,3,12.89,195.1047994,3.386,0,0.035714286,229,0
1935,0,Inactive,,12,14.665277,192.9206532,3,1,4,57.84,213.090212,3.525,0,0.037037037,244,0
1936,0,Inactive,,16,13.80607,231.9863159,0,3,4,90.9,270.0528234,3.668,0,0,338,0
1937,0,Inactive,,14,20.777277,237.7091825,5,2,5,112.32,301.0521122,2.279,0,0.03125,413,0
1938,0,Inactive,,16,33.524554,387.6309446,13,5,14,210.54,454.1713158,-2.668,0,0.090909091,1009,0
1939,10,Inhibitor,17.7828,5,37.732968,385.5484143,7,0,8,109.11,428.1471177,0.714,0,0.236363636,530,0
1940,85,Inhibitor,3.1623,14,50.752659,480.2976906,7,3,13,126.68,523.2682359,4.066,0,0.213333333,1085,0
1941,0,Inactive,,23,19.807898,280.2973369,2,2,5,61.8,331.1120903,4.635,0,0,501,0
1942,0,Inactive,,16,22.856898,260.2129688,3,1,7,56.27,315.0774544,3.208,0,0.055555556,398,0
1943,0,Inactive,,15,26.937726,254.542429,6,3,8,87.89,298.1542092,1.805,0,0.1,427,0
1944,0,Inactive,,6,13.603656,235.2418318,4,2,6,73.12,357.8952517,3.133,0,0.04,217,0
1945,24,Inhibitor,0.1995,12,22.661519,289.4153697,2,2,8,75.79,316.1223206,2.768,0,0.05,506,0
1946,10,Inhibitor,35.4813,9,43.486589,351.7887085,6,1,10,89.02,393.1722273,2.132,0,0.185185185,722,0
1947,10,Inhibitor,25.1189,11,31.798933,298.3543237,5,0,6,73.66,341.1375561,3.278,0,0.159090909,468,0
1948,0,Inactive,,11,25.619898,256.1001607,5,0,6,64.43,303.1019195,2.915,0,0.111111111,377,0
1949,0,Inactive,,13,37.570175,383.7451952,2,1,10,83.09,399.1681875,2.956,0,0.148148148,505,0
1950,0,Inactive,,14,23.162898,233.761948,4,2,4,87.19,286.0888321,2.09,0,0.058823529,406,0
1951,0,Inactive,,18,30.230519,355.4186681,4,1,9,54.46,431.1256897,4.159,0,0.083333333,782,0
1952,23,Inhibitor,0.7943,22,27.67614,362.020477,5,1,7,68.29,396.1473925,4.837,0,0.04,658,0
1953,43,Inhibitor,10,12,16.533656,280.4564356,2,2,5,49.33,518.7966507,5.359,0,0,358,0
1954,10,Inhibitor,35.4813,15,35.271761,372.875637,4,0,7,60.77,426.1346349,2.95,0,0.132075472,677,0
1955,10,Inhibitor,35.4813,22,29.174968,364.3724669,3,1,7,41.99,380.1888634,6.379,0,0.075471698,631,0
1956,0,Inactive,,15,15.593277,232.1420744,2,2,1,44.89,326.0054751,3.764,0,0.032258065,305,0
1957,10,Inhibitor,35.4813,17,27.449347,330.3015977,3,1,9,59.16,347.1521435,5.441,0,0.085106383,507,0
1958,0,Inactive,,16,13.80607,223.1960892,0,2,3,70.67,254.0579088,3.737,0,0,337,0
1959,0,Inactive,,9,13.183656,179.2674508,0,1,4,37.79,230.0013682,2.269,0,0.090909091,153,0
1960,0,Inactive,,23,26.030554,349.9974097,1,3,9,78.51,386.1630426,5.97,0,0.058823529,577,0
1961,10,Inhibitor,14.1254,12,21.089312,253.4108987,3,1,4,32.34,264.1262631,3.31,0,0.055555556,372,0
1962,0,Inactive,,6,41.200245,444.9432633,3,1,6,40.54,429.2667794,4.656,0,0.23880597,653,0
1963,10,Inhibitor,35.4813,0,44.253073,377.7804474,3,2,19,49.33,325.2980795,7.273,0,0.274193548,697,0
