row ID,Score,Phenotype,Potency,Aromatic Atoms Count,Bond Polarizabilities,VABC Volume Descriptor,Hydrogen Bond Acceptors,Hydrogen Bond Donors,Rotatable Bonds Count,Topological Polar Surface Area,Molecular Weight,XLogP,Formal Charge,SP3 Character,Eccentric Connectivity Index,Amine
2,0,Inactive,,6,42.683038,390.8209016,3,1,13,46.53,427.172206,4.673,0,0.233333333,455,0
3,0,Inactive,,6,14.076484,165.2944649,2,1,5,37.3,164.0837296,2.187,0,0.125,150,0
4,0,Inactive,,6,25.354519,229.5524729,2,0,1,38.77,247.1208434,1.785,0,0.2,304,0
5,0,Inactive,,12,22.830484,225.347365,6,2,6,115.58,280.0630112,1.187,0,0.032258065,354,0
6,0,Inactive,,0,34.71221,373.0475844,5,3,8,94.83,374.2093241,1.525,0,0.280701754,513,0
7,0,Inactive,,0,32.525796,329.3809196,2,0,4,34.14,312.2089301,4.708,0,0.294117647,416,0
8,84,Inhibitor,4.4668,17,22.200898,320.6511545,2,0,10,27.05,413.9860238,6.087,0,0.076923077,502,0
9,90,Inhibitor,0.3981,14,40.738417,462.2067974,2,1,19,23.47,535.1423323,9.438,0,0.184615385,767,0
12,83,Inhibitor,6.3096,12,71.169866,542.0733708,12,2,13,206.28,638.1572482,1.358,0,0.153846154,711,0
14,0,Inactive,,6,22.409312,268.7664444,7,3,6,101.67,284.1385591,1.789,0,0.108108108,426,0
15,0,Inactive,,6,56.111073,511.7477677,8,2,17,123.99,545.2624818,1.719,0,0.243589744,941,0
16,0,Inactive,,9,33.070968,287.164496,5,1,12,69.04,304.189926,3.951,0,0.195652174,342,0
17,0,Inactive,,6,14.628863,178.6367709,3,1,6,94.36,211.0593058,0.418,0,0.083333333,233,0
19,10,Inhibitor,56.2341,6,27.882554,312.4036459,3,2,3,83.83,318.1467238,3.396,0,0.177777778,392,0
20,0,Inactive,,12,22.010898,249.0890066,0,0,6,48.67,258.0892089,3.13,0,0.060606061,366,0
21,0,Inactive,,0,48.101108,439.3595181,1,1,11,20.23,384.339216,9.896,0,0.291666667,666,0
22,0,Inactive,,6,10.93207,130.4180268,0,0,2,0,118.0782503,3.396,0,0.052631579,71,0
23,0,Inactive,,6,15.72207,156.7887069,1,0,5,35.53,166.0629942,1.28,0,0.090909091,122,0
24,85,Inhibitor,3.9811,12,53.359073,488.8654103,2,0,20,63.95,490.2598354,5.479,0,0.191780822,940,0
25,0,Inactive,,15,13.87007,219.0122234,2,2,2,65.45,262.0742276,3.34,0,0,324,0
26,0,Inactive,,0,11.216863,116.4012176,1,0,5,17.07,120.0341926,1.972,0,0.25,47,0
27,0,Inactive,,0,10.498863,100.7602246,1,0,3,23.79,83.07349929,1.422,0,0.266666667,38,0
28,0,Inactive,,0,25.008554,252.954388,2,1,6,37.3,234.1619799,4.106,0,0.256410256,221,0
30,22,Inhibitor,6.3096,18,43.702589,385.1507455,1,0,12,54.57,410.164696,7.683,0,0.107142857,503,0
31,20,Inhibitor,35.4813,6,30.339382,271.7068313,1,1,12,29.46,250.1932801,5.297,0,0.227272727,296,0
32,0,Inactive,,6,67.655178,592.9901007,6,0,30,78.9,546.3920394,11.892,0,0.258064516,1091,0
33,0,Inactive,,0,25.736484,204.1635033,3,0,12,41.28,267.9589639,2.004,0,0.24,144,0
34,0,Inactive,,6,30.960105,244.5047041,3,0,6,103.59,297.0960852,-0.141,0,0.25,315,0
35,0,Inactive,,18,27.756105,272.5846111,0,0,6,41.28,310.075881,5.46,0,0,378,0
36,10,Inhibitor,14.1254,18,22.008105,246.213931,0,0,3,13.59,262.0911371,5.943,0,0,261,0
37,10,Inhibitor,14.1254,6,25.592312,283.3193706,1,0,15,89.52,335.1092907,4.502,0,0.179487179,309,0
38,0,Inactive,,0,30.584105,167.3205267,4,0,9,54.57,182.0707956,0.579,0,0.230769231,88,0
39,0,Inactive,,0,2.638,110.146467,1,0,5,17.07,179.8703253,1.691,0,0.142857143,29,0
40,0,Inactive,,0,3.311207,103.725626,2,1,5,37.3,161.9042123,1.03,0,0.125,29,0
41,0,Inactive,11,6,25.212105,247.294024,0,0,6,66,249.1113413,2.193,0,0.090909091,222,0
42,0,Inactive,,0,23.926898,209.0523044,6,0,11,78.9,218.0790382,0.34,0,0.206896552,172,0
43,61,Inhibitor,15.8489,0,31.567796,335.091167,1,0,10,17.07,284.2140155,6.335,0,0.183673469,428,0
44,0,Inactive,,0,9.139242,131.2516299,2,2,6,40.46,243.8734536,0.238,0,0.142857143,52,0
45,0,Inactive,,0,3.026414,70.93410479,0,0,2,0,95.95335542,2.258,0,0,14,0
46,0,Inactive,,6,8.745656,98.46251628,0,0,1,0,92.06260026,2.459,0,0.066666667,45,0
47,0,Inactive,,5,6.652828,67.72004516,0,0,0,28.24,84.00337113,1.459,0,0,20,0
48,0,Inactive,,6,25.972898,290.5626004,8,4,10,164.9,342.0456469,1.776,0,0.055555556,420,0
49,0,Inactive,,0,18.542898,186.5299198,2,1,6,87.9,206.0435217,2.072,0,0.269230769,155,0
50,0,Inactive,,12,15.578484,208.938675,2,2,4,56.15,228.0721194,3.257,0,0,263,0
51,90,Inhibitor,0.3548,0,76.978076,600.8648046,0,0,32,0,545.4535133,15.226,0,0.31372549,768,0
52,0,Inactive,,6,13.118484,137.9940115,0,0,0,0,132.0939004,3.484,0,0.181818182,90,0
53,20,Inhibitor,35.4813,10,17.478105,207.1136361,2,1,1,38.91,234.0923762,2.738,0,0.129032258,189,0
55,0,Inactive,,0,35.546554,301.6859956,7,0,16,80.29,302.136553,0.286,0,0.186046512,552,0
56,0,Inactive,,0,35.546554,301.6859956,7,0,16,80.29,302.136553,0.286,0,0.186046512,552,0
57,0,Inactive,,6,5.512,185.344076,3,0,4,43.37,283.8601546,4.011,0,0,152,0
58,0,Inactive,,0,1.68,101.3562403,0,0,4,0,163.8754107,3.026,0,0,24,0
59,0,Inactive,,6,8.992,201.6342808,3,0,4,43.37,459.6580923,4.715,0,0,152,0
60,0,Inactive,,12,36.01614,481.2898715,0,0,20,18.46,935.4930267,12.516,0,0.176470588,828,0
61,0,Inactive,,12,18.278484,300.3794878,0,2,10,40.46,539.757078,7.714,0,0.090909091,330,0
62,0,Inactive,,6,15.304898,167.9309236,0,2,6,40.46,166.0993797,2.816,0,0.153846154,98,0
63,0,Inactive,,0,10.93207,95.32085061,2,1,5,29.46,90.06807956,0.851,0,0.25,24,0
64,0,Inactive,,0,10.93207,95.32085061,2,1,5,29.46,90.06807956,0.851,0,0.25,24,0
65,0,Inactive,,6,8.475242,145.6464903,4,2,4,74.6,166.0266087,1.252,0,0,126,0
66,61,Inhibitor,19.9526,11,27.770554,282.5885769,3,1,11,50.94,307.14514,3.383,0,0.186046512,376,0
67,0,Inactive,,0,30.703382,234.6172983,0,0,12,38.8,202.1755218,5.807,0,0.307692308,93,0
68,10,Inhibitor,12.5893,6,23.509726,207.4624187,1,0,7,21.76,206.1306798,3.391,0,0.212121212,225,0
69,0,Inactive,,6,18.178898,191.3806762,3,0,7,35.53,194.0942943,3.033,0,0.142857143,174,0
70,0,Inactive,,0,19.136898,134.8523458,2,0,6,21.76,130.0993797,0.957,0,0.304347826,75,0
71,0,Inactive,,0,13.80607,109.9803765,2,0,5,26.3,102.0680796,1.305,0,0.235294118,38,0
72,0,Inactive,,0,17.220898,121.1225932,1,0,6,9.23,102.1044651,1.678,0,0.285714286,34,0
74,0,Inactive,,11,19.914863,192.1138916,5,2,4,121.7,255.0136185,0.47,0,0,233,0
75,0,Inactive,,0,9.095621,64.43292307,4,2,2,88.77,96.98336396,-1.899,0,0,12,0
76,0,Inactive,,11,20.417277,199.6910788,4,2,5,106.6,253.0521122,1.181,0,0.035714286,267,0
77,10,Inhibitor,12.5893,6,18.36607,179.9952668,5,2,4,97.64,214.0412132,-0.06,0,0.041666667,166,0
78,0,Inactive,,0,5.692828,89.18808282,2,0,1,47.58,80.03744813,-0.488,0,0.2,38,0
94,0,Inactive,,18,32.672554,408.0114608,3,5,10,155.14,482.1212969,2.102,0,0.105263158,907,0
96,0,Inactive,,6,32.921796,357.7543286,8,4,7,62.3,437.1049143,0.235,0,0.185185185,435,0
97,40,Inhibitor,35.4813,16,73.961178,720.3479188,14,6,19,229.5,766.3723837,2.997,0,0.185185185,1578,0
98,0,Inactive,,0,11.310449,117.614257,1,0,5,42.37,137.9906135,1.813,0,0.214285714,47,0
99,0,Inactive,,0,9.124035,100.3182724,1,0,4,42.37,123.9749635,1.455,0,0.181818182,31,0
100,0,Inactive,,10,83.596834,817.2750294,12,5,20,209.04,846.4415088,5.132,0,0.219512195,2059,0
101,0,Inactive,,12,11.619656,238.1400839,4,3,4,111.9,284.032088,1.911,0,0,310,0
102,0,Inactive,,12,13.118484,212.1027953,0,3,5,60.69,228.0786442,3.438,0,0,284,0
103,10,Inhibitor,2.8184,6,6.559242,107.5372118,0,3,3,60.69,126.0316941,1.394,0,0,63,0
104,0,Activator,14.1254,16,10.93207,171.1747083,0,0,0,0,202.0782503,5.146,0,0,200,0
105,0,Inactive,,18,32.442554,362.9702995,3,2,8,92.21,410.1187948,4.328,0,0.098039216,473,0
106,0,Inactive,,0,18.449312,172.6771556,1,0,3,17.07,152.1201151,2.126,0,0.259259259,95,0
107,0,Inactive,,6,8.312449,121.4823437,1,0,1,23.79,117.0578492,2.182,0,0.0625,77,0
108,0,Inactive,,6,15.654863,145.5487539,3,1,3,68.54,171.0353995,0.918,0,0.05,99,0
109,0,Inactive,,6,17.491312,167.6464548,0,0,5,0,148.1252005,4.276,0,0.185185185,99,0
110,0,Inactive,,6,15.304898,167.9309236,0,2,6,40.46,166.0993797,3.188,0,0.153846154,110,0
111,10,Inhibitor,50.1187,6,22.82214,225.6881767,1,0,8,17.07,204.1514153,4.142,0,0.2,205,0
112,0,Inactive,,6,15.992484,174.0846916,2,1,6,46.53,180.0786442,2.333,0,0.12,172,0
113,0,Inactive,,0,19.407312,147.2088045,2,1,8,29.46,132.1150298,1.071,0,0.28,65,0
114,0,Inactive,,0,8.745656,78.02486598,2,2,4,40.46,76.0524295,-0.748,0,0.230769231,19,0
115,0,Inactive,,0,17.220898,129.9128199,2,1,7,29.46,118.0993797,0.552,0,0.272727273,65,0
116,10,Inhibitor,50.1187,0,34.71221,332.0173783,2,0,4,34.14,314.2245802,4.826,0,0.320754717,416,0
117,0,Inactive,,6,16.761277,231.2519384,3,0,5,37.38,283.016684,2.272,0,0.172413793,226,0
118,0,Inactive,,6,13.281277,135.5454878,1,1,4,35.25,137.084064,1.543,0,0.095238095,102,0
120,0,Inactive,,0,15.992484,150.7261138,3,1,7,46.53,144.0786442,0.465,0,0.181818182,85,0
121,0,Inactive,,6,26.924554,260.5646147,2,1,11,46.53,250.1568946,5.178,0,0.2,384,0
122,0,Inactive,,6,8.908449,124.4032712,0,0,3,43.14,137.0476785,2.351,0,0.058823529,88,0
123,0,Inactive,,6,11.094863,150.4894825,1,1,5,63.37,167.0582431,1.261,0,0.095238095,140,0
124,0,Inactive,,6,12.577656,191.0897633,4,2,6,109.54,224.0433214,0.701,0,0.041666667,240,0
125,0,Inactive,,6,7.006828,145.768107,1,0,4,60.21,184.9879707,2.187,0,0,126,0
126,0,Inactive,,6,9.866449,147.8530238,1,0,4,60.21,165.0425931,1.791,0,0.052631579,126,0
127,0,Inactive,,6,10.93207,124.5487276,1,1,3,20.23,122.0731649,1.648,0,0.105263158,77,0
128,0,Inactive,,6,17.63807,170.5184596,2,0,4,44.76,194.0579088,1.44,0,0.125,188,0
129,0,Inactive,,6,11.349242,127.1362636,1,0,1,35.53,150.0316941,1.207,0,0.058823529,111,0
130,0,Inactive,,0,19.677726,156.8033876,0,0,3,0,138.1408506,5.143,0,0.357142857,74,0
131,0,Inactive,,6,6.157621,163.7372501,4,2,6,76.21,239.9260104,-0.554,0,0,119,0
132,0,Inactive,,0,7.25,107.0755097,0,0,5,0,205.818025,2.56,0,0,15,0
133,0,Inactive,,0,14.980035,110.9782703,2,0,5,36.11,161.9404214,0.79,0,0.166666667,38,0
134,0,Inactive,,0,11.717621,63.54461891,4,3,3,87.57,97.97689521,-2.247,0,0,12,0
135,0,Inactive,,6,19.677726,202.5228928,0,2,8,40.46,194.1306798,4.176,0,0.1875,210,0
136,0,Inactive,,6,9.885656,136.3286021,2,2,3,70.14,152.0408193,1.228,0,0,92,0
137,0,Inactive,,6,8.475242,128.0660369,2,0,2,34.14,134.0367794,1.332,0,0,90,0
138,0,Inactive,,6,11.619656,139.4927223,2,1,4,46.53,152.0473441,1.319,0,0.052631579,120,0
139,0,Inactive,,12,24.559312,274.8420529,5,2,7,76.66,300.111007,2.875,0,0.052631579,458,0
141,0,Inactive,,6,11.128863,135.0421199,0,0,3,0,183.9887624,3.181,0,0.111111111,81,0
142,20,Inhibitor,39.8107,12,18.612105,231.6053134,3,1,6,52.32,241.1102787,3.438,0,0.060606061,330,0
143,0,Activator,28.1838,14,10.93207,162.4756565,0,0,0,0,178.0782503,4.554,0,0,170,0
144,0,Inactive,,6,39.260554,277.9421418,3,1,12,82.67,303.1058012,3.305,0,0.170731707,289,0
145,0,Inactive,,12,54.819452,524.7797914,12,8,20,284.16,592.1872854,0.736,0,0.12,730,0
146,0,Inactive,,0,28.299726,296.4130782,7,1,14,99.13,298.1052529,0.674,0,0.128205128,300,0
147,0,Inactive,,6,3.193207,157.2218705,0,0,5,0,247.8520884,5.132,0,0,89,0
148,10,Inhibitor,39.8107,12,13.832035,258.9849262,0,0,7,9.23,559.6257253,7.493,0,0,287,0
149,0,Inactive,,12,13.832035,258.9849262,0,0,7,9.23,559.6257253,7.493,0,0,287,0
150,0,Inactive,,6,10.93207,145.0775528,0,0,2,0,130.0782503,3.896,0,0,100,0
151,0,Inactive,,6,8.072449,113.673584,0,0,2,0,126.0236279,3.081,0,0.066666667,58,0
152,0,Inactive,,6,6.844035,128.6175787,2,1,3,37.3,155.9978071,2.259,0,0,88,0
153,0,Inactive,,6,8.942449,117.7461353,0,0,2,0,169.9731123,3.257,0,0.066666667,58,0
154,0,Inactive,,12,20.754898,234.0963157,1,0,7,56.89,258.1004423,2.673,0,0.060606061,383,0
155,40,Inhibitor,35.4813,6,28.648898,240.9981826,2,0,10,112.73,291.0330302,3.916,0,0.125,274,0
156,0,Inactive,,6,11.094863,118.2495032,1,1,3,35.25,123.0684139,1.12,0,0.055555556,77,0
157,0,Inactive,,6,11.619656,130.7024956,1,0,3,26.3,136.0524295,1.633,0,0.055555556,100,0
158,0,Inactive,,6,6.992449,100.9535186,1,2,2,46.25,109.0527638,0.799,0,0,58,0
159,0,Inactive,,6,11.89007,143.9057893,3,2,3,55.12,150.0793129,0.459,0,0.047619048,115,0
160,0,Inactive,,6,7.950449,124.4032712,3,2,3,63.32,137.0476785,0.82,0,0,88,0
161,0,Inactive,,6,13.468449,137.042996,4,2,3,88.77,173.0146641,-0.201,0,0,99,0
162,0,Inactive,,6,12.414863,165.1490084,4,2,4,66.4,179.0582431,0.891,0,0.045454545,155,0
163,41,Inhibitor,44.6684,12,16.061656,220.2882176,2,0,4,42.52,285.9622059,4.24,0,0,262,0
164,10,Inhibitor,15.8489,12,10.425656,246.5763862,0,0,6,0,315.938011,6.732,0,0,277,0
165,80,Inhibitor,31.6228,6,26.236968,245.62062,0,1,10,20.23,220.1827154,6.5,0,0.225,317,0
166,0,Inactive,,0,35.940624,343.4440637,3,2,5,57.53,332.2351449,5.119,0,0.321428571,408,0
167,0,Inactive,,6,9.178863,109.4592765,1,1,2,26.02,107.0734993,1.431,0,0.058823529,54,0
168,0,Inactive,,6,9.703656,130.7024956,2,1,3,37.3,136.0524295,2.074,0,0.055555556,76,0
169,0,Inactive,,6,15.304898,159.1406969,0,1,5,20.23,150.1044651,3.379,0,0.16,99,0
170,0,Inactive,,6,8.566828,129.2885155,2,3,2,103.02,156.0171066,-0.475,0,0,91,0
172,0,Inactive,,6,7.425656,103.1600521,2,2,2,52.04,108.0687483,0.388,0,0,54,0
173,0,Inactive,,6,13.281277,135.5454878,1,1,4,35.25,137.084064,1.543,0,0.095238095,90,0
174,0,Inactive,,14,11.385656,149.8772076,2,0,0,25.78,180.0687483,2.228,0,0,170,0
175,0,Inactive,,6,8.908449,124.4032712,0,0,3,43.14,137.0476785,2.14,0,0.058823529,76,0
176,0,Inactive,,6,8.475242,147.4230986,1,0,3,66.93,162.0429274,1.452,0,0.055555556,112,0
177,0,Inactive,,6,11.094863,150.4894825,1,1,5,63.37,167.0582431,1.261,0,0.095238095,112,0
178,0,Activator,2.5119,6,8.235242,139.614339,0,0,4,43.14,171.0087061,2.377,0,0.058823529,89,0
179,0,Inactive,,6,7.006828,145.768107,1,0,4,60.21,184.9879707,2.187,0,0,98,0
180,0,Inactive,,6,7.680035,139.3472659,2,1,4,80.44,167.0218576,1.529,0,0,98,0
181,0,Inactive,,6,8.113242,141.5537994,2,1,3,86.23,166.0378421,0.801,0,0,98,0
182,0,Inactive,,6,7.155242,118.1040468,1,1,3,69.16,138.0429274,1.955,0,0,76,0
183,0,Inactive,,6,9.866449,147.8530238,1,0,4,60.21,165.0425931,1.791,0,0.052631579,98,0
184,0,Inactive,,6,10.661656,116.0429697,0,1,3,29.46,124.0524295,1.263,0,0.058823529,67,0
185,0,Inactive,,6,17.491312,185.2269082,0,2,7,40.46,180.1150298,3.818,0,0.172413793,165,0
186,20,Inhibitor,31.6228,0,49.945901,421.1626434,4,2,22,60.77,369.3242942,6.706,0,0.275362319,814,0
187,0,Inactive,,0,38.127038,332.191718,2,1,17,37.3,282.2558803,8.192,0,0.277777778,521,0
189,0,Inactive,,0,18.449312,161.8683304,2,1,8,37.3,144.1150298,3.018,0,0.269230769,111,0
190,0,Inactive,,12,14.422414,316.8357831,0,0,10,9.23,793.3572615,9.887,0,0,338,0
191,0,Inactive,,6,16.950484,155.5744649,1,0,4,21.76,164.0837296,1.8,0,0.166666667,145,0
192,0,Inactive,,6,8.072449,128.33311,0,0,2,0,138.0236279,3.37,0,0,67,0
193,0,Inactive,,6,6.112828,90.07837501,1,0,1,12.89,113.0032268,1.481,0,0,45,0
194,0,Inactive,,6,8.401828,131.8762606,0,0,5,0,179.9953625,3.569,0,0.066666667,85,0
195,0,Inactive,,6,6.844035,128.6175787,2,1,3,37.3,155.9978071,2.259,0,0,76,0
196,0,Inactive,,6,8.942449,117.7461353,0,0,2,0,169.9731123,3.046,0,0.066666667,54,0
197,0,Inactive,,6,11.094863,118.2495032,1,1,3,35.25,123.0684139,1.12,0,0.055555556,67,0
198,0,Inactive,,6,6.992449,100.9535186,1,2,2,46.25,109.0527638,1.228,0,0,54,0
199,0,Inactive,,6,13.468449,137.042996,4,2,3,88.77,173.0146641,1.086,0,0,85,0
200,80,Inhibitor,28.1838,16,14.871691,205.4279272,1,1,2,12.03,219.1047994,4.5,0,0,266,0
201,0,Inactive,,0,13.118484,95.03638183,0,0,4,0,72.09390038,3.185,0,0.294117647,24,0
202,0,Inactive,,0,32.525796,429.8199508,4,2,16,74.6,380.1987594,6.282,0,0.071428571,868,0
203,0,Inactive,,0,21.86414,164.2203203,0,0,8,0,128.1565006,5.461,0,0.310344828,96,0
204,0,Inactive,,12,29.66014,298.7253959,6,6,8,147.5,344.1042074,0.76,0,0.046511628,77,0
205,0,Inactive,,12,18.902898,216.5158623,3,1,3,32.34,226.1106131,2.624,0,0.032258065,218,0
206,0,Inactive,,6,11.456863,132.9090291,2,1,2,29.1,135.0684139,1.427,0,0.052631579,90,0
207,0,Inactive,,6,10.661656,135.4000314,1,1,4,55.17,152.0585775,1.56,0,0.052631579,113,0
208,0,Inactive,,0,16.358484,160.2228041,1,0,7,3.24,191.0035324,2.105,0,0.238095238,61,0
209,0,Inactive,,11,19.186863,243.9541254,4,1,7,139.67,307.0262914,1.237,0,0.033333333,374,0
210,21,Inhibitor,15.8489,12,20.997726,227.6580789,2,2,6,24.06,226.1469986,3.763,0,0.085714286,300,0
211,0,Inactive,,6,14.871691,144.0512457,1,1,4,12.03,135.1047994,2.551,0,0.130434783,92,0
212,0,Inactive,,0,13.643277,126.846436,2,1,4,29.1,113.084064,0.885,0,0.157894737,54,0
213,0,Inactive,,6,8.475242,150.5860162,4,2,2,74.6,178.0266087,1.301,0,0.052631579,114,0
216,0,Inactive,,6,7.950449,124.4032712,1,2,2,49.33,137.0476785,0.989,0,0,90,0
217,0,Inactive,,0,22.551726,193.823841,2,0,9,26.3,170.1306798,3.202,0,0.233333333,154,0
218,0,Inactive,,12,21.542898,231.0924499,5,1,2,58.12,266.1167611,2.587,0,0.117647059,259,0
219,10,Inhibitor,35.4813,12,20.564519,216.6613187,1,0,5,3.24,211.1360995,4.364,0,0.090909091,236,0
220,0,Inactive,,6,21.347691,180.1407232,3,1,5,54.55,199.0666997,1.731,0,0.115384615,151,0
221,0,Inactive,,6,12.685277,126.7552611,1,1,3,12.03,121.0891494,2.091,0,0.1,81,0
222,0,Inactive,,0,29.52814,209.260279,4,0,10,43.52,216.1361591,0.154,0,0.314285714,250,0
223,0,Inactive,,12,49.893452,535.016383,10,9,21,245.29,612.2054205,0.338,0,0.189873418,1464,0
224,0,Inactive,,12,67.539143,627.1028213,9,5,18,189.95,663.3011929,5.159,0,0.20212766,975,0
225,10,Inhibitor,3.5481,0,31.297382,263.0077795,2,0,13,26.3,226.1932801,5.478,0,0.261904762,302,0
226,0,Inactive,,6,27.906933,236.968203,3,1,4,54.55,253.1136498,3.136,0,0.194444444,268,0
227,0,Inactive,,0,19.136898,134.8523458,2,0,6,21.76,130.0993797,1.007,0,0.304347826,101,0
228,0,Inactive,,0,10.93207,86.5306239,1,1,4,20.23,74.07316494,0.851,0,0.266666667,24,0
229,0,Inactive,,0,15.992484,141.9358871,2,0,6,26.3,128.0837296,1.883,0,0.19047619,85,0
230,0,Inactive,,6,13.643277,150.2050137,2,1,3,29.1,149.084064,1.713,0,0.090909091,115,0
231,0,Inactive,,6,13.643277,150.2050137,2,1,3,29.1,149.084064,1.502,0,0.090909091,101,0
232,0,Inactive,,6,13.643277,150.2050137,2,1,3,29.1,149.084064,1.713,0,0.090909091,103,0
233,0,Inactive,,0,14.16807,158.6564901,4,2,4,58.2,154.0742276,-0.069,0,0.047619048,122,0
234,61,Inhibitor,14.1254,6,27.556968,241.5279291,2,2,10,24.06,220.1939488,3.796,0,0.2,258,0
235,0,Inactive,,0,19.336105,146.7788793,2,0,6,20.31,129.1153641,1.243,0,0.25,74,0
236,40,Inhibitor,35.4813,6,14.438484,137.7520213,2,1,4,29.26,136.1000484,1.414,0,0.090909091,88,0
237,0,Inactive,,6,13.87007,143.9057893,1,0,4,32.67,150.0793129,1.771,0,0.095238095,113,0
238,0,Inactive,,0,10.590449,77.59494079,2,0,2,20.31,73.05276384,-0.384,0,0.166666667,19,0
239,21,Inhibitor,10,6,18.811312,172.3439906,2,1,6,29.26,164.1313485,2.26,0,0.142857143,126,0
240,0,Inactive,,12,26.78214,268.4038162,3,0,6,23.55,268.1575633,3.612,0,0.1,319,0
241,0,Inactive,,6,21.451312,172.3439906,2,0,6,6.48,164.1313485,2.44,0,0.142857143,126,0
242,0,Inactive,,0,30.196968,203.5098254,2,0,11,6.48,172.1939488,1.348,0,0.277777778,156,0
243,81,Inhibitor,19.9526,12,27.556968,279.5460328,2,2,9,24.06,268.1939488,5.198,0,0.136363636,413,0
244,0,Inactive,,6,18.866484,179.0242175,0,0,4,27.69,192.0786442,2.719,0,0.115384615,166,0
245,0,Inactive,,0,32.088898,202.0917748,6,0,9,103.5,246.0231802,-1.232,0,0.214285714,190,0
246,0,Inactive,,6,10.93207,115.7585009,0,0,2,0,106.0782503,2.896,0,0.111111111,54,0
247,40,Inhibitor,31.6228,6,21.919312,245.6141759,0,0,11,95.51,268.1059216,3.553,0,0.171428571,201,0
248,0,Inactive,,6,8.312449,121.4823437,1,0,1,23.79,117.0578492,2.182,0,0.0625,71,0
249,0,Inactive,,6,13.281277,135.5454878,1,1,4,35.25,137.084064,1.543,0,0.095238095,92,0
251,0,Inactive,,6,27.882554,284.0143673,4,1,12,63.6,278.1518092,4.927,0,0.19047619,347,0
252,0,Inactive,,0,23.802519,187.5234139,2,0,3,45.61,187.1030852,1.948,0,0.275862069,130,0
253,0,Inactive,,6,6.722035,115.8975133,0,1,3,63.37,139.026943,1.508,0,0,80,0
254,0,Inactive,,6,8.235242,139.614339,0,0,4,43.14,171.0087061,2.377,0,0.058823529,101,0
255,0,Inactive,,6,7.006828,145.768107,1,0,4,60.21,184.9879707,2.187,0,0,112,0
256,0,Inactive,,6,7.680035,139.3472659,2,1,4,80.44,167.0218576,1.529,0,0,112,0
257,0,Inactive,,6,8.113242,141.5537994,2,1,3,86.23,166.0378421,0.801,0,0,112,0
258,0,Inactive,,6,7.155242,118.1040468,1,1,3,69.16,138.0429274,1.097,0,0,80,0
259,0,Inactive,,6,9.866449,147.8530238,1,0,4,60.21,165.0425931,1.791,0,0.052631579,112,0
260,0,Inactive,,6,23.926898,248.1592333,3,0,4,53.99,274.0841235,2.277,0,0.117647059,384,0
261,0,Inactive,,0,11.713242,93.89743134,2,0,4,65.1,106.0088504,0.385,0,0.166666667,29,0
262,0,Inactive,,6,13.80607,147.9984802,2,0,4,26.3,150.0680796,2.395,0,0.095238095,113,0
263,0,Inactive,,6,12.577656,154.1522482,3,0,4,43.37,164.0473441,1.654,0,0.05,138,0
264,0,Inactive,,6,19.136898,182.5904495,0,0,6,18.46,178.0993797,2.877,0,0.111111111,151,0
265,0,Inactive,,14,28.048968,346.1745131,5,3,5,47.38,373.1226903,2.772,0,0.083333333,338,0
266,40,Inhibitor,31.6228,0,8.066414,108.9101463,2,0,2,98.18,129.9659401,0.396,0,0.111111111,54,0
267,0,Inactive,,0,7.517242,81.2577065,1,0,2,17.07,70.04186481,0.474,0,0.090909091,19,0
268,0,Inactive,,0,33.75421,317.3578524,2,1,4,37.3,302.2245802,4.052,0,0.326923077,368,0
269,0,Inactive,,6,11.89007,153.8677795,1,0,3,17.07,146.0731649,2.171,0,0.047619048,120,0
270,0,Inactive,,6,11.619656,139.4927223,2,1,4,46.53,152.0473441,1.981,0,0.052631579,99,0
271,0,Inactive,,0,5.739621,67.38129482,1,0,1,44.45,72.9986201,1.618,0,0.142857143,14,0
272,0,Inactive,,0,5.557621,57.66249746,2,0,1,29.43,57.02146372,1.72,0,0.142857143,14,0
273,0,Inactive,,0,10.065656,123.7800521,2,0,3,47.58,108.0687483,0.163,0,0.25,63,0
274,0,Inactive,,5,8.475242,75.29723243,0,0,1,13.14,82.04186481,0.945,0,0.083333333,29,0
275,0,Inactive,,0,21.593726,199.6656959,6,2,13,77.38,210.1103383,1.572,0,0.25,144,0
276,0,Inactive,,0,9.000035,98.40823471,3,0,3,50.09,99.0320284,-0.447,0,0.166666667,45,0
277,0,Inactive,,6,11.619656,130.7024956,2,0,3,26.3,136.0524295,1.958,0,0.055555556,90,0
278,0,Inactive,,6,12.052863,141.6992558,3,1,4,52.32,151.0633285,1.57,0,0.05,99,0
279,0,Inactive,,0,9.433242,90.0479332,2,0,3,26.3,86.03677943,0.533,0,0.083333333,29,0
280,61,Inhibitor,10,12,21.490105,286.1741998,0,0,10,18.46,344.0137628,5.234,0,0.111111111,376,0
281,0,Inactive,,0,9.433242,84.17863398,3,1,4,46.53,90.03169405,-0.598,0,0.166666667,31,0
282,10,Inhibitor,31.6228,0,41.959038,355.6414706,3,0,18,35.53,310.2507949,5.905,0,0.25,486,0
283,0,Inactive,,0,6.126035,80.82778131,1,0,1,23.79,67.04219916,0.501,0,0.1,19,0
284,0,Inactive,,0,7.950449,92.25446671,2,1,2,43.09,85.05276384,-0.335,0,0.076923077,24,0
285,0,Inactive,,5,17.220898,149.4206969,0,0,2,13.14,150.1044651,2.468,0,0.24,103,0
